"","subjectID","StartDate","LocationLatitude","LocationLongitude","gender","age","education","ethnicity","father_education","mother_education","marital_status","employment_status","children_1","income","parents_income","net_worth","parents_net_worth","housing_status","macarthur_sss","macarthur_sss_parent","job","accomplishments","weight","height","bmi","sat_score","gre_score_verbal","gre_score_quant","gpa_highschool","gpa_undergrad"
"123",123,"2021-10-29 06:27:26","43.703399658203125","-79.30719757080078125","Female","20","High school degree or equivalent (e.g. GED)","Asian","Some college, no degree","Less than a high school diploma","Single (never married)","Employed part time (up to 39 hours per week)","0","$20,000 to $29,999","$70,000 to $79,999","Less than $10,000","$30,000 to $39,999","Rent","4","4","Post Office Clerk","Graduating high school with honors","110",160.02,19.5263681028748,"80",NA,NA,"12",NA
"124",124,"2021-10-29 01:01:09","43.675201416015625","-79.347198486328125","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","High school degree or equivalent (e.g. GED)","Single (never married)","Employed part time (up to 39 hours per week)","0","$10,000 to $19,999","$40,000 to $49,999","$20,000 to $29,999","$40,000 to $49,999","Live with family","7","6","student, part-time sales associate","prime minister, won many sports awards and ribbons, top three for talent show, recognized at school art gallery","95",149.86,19.2277943251141,NA,NA,NA,"12",NA
"125",125,"2021-10-29 07:02:22","43.76800537109375","-79.214202880859375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Associate degree (e.g. AA, AS)","Single (never married)","Student","0","$10,000 to $19,999","$10,000 to $19,999","$10,000 to $19,999","$20,000 to $29,999","Live with family","5","4","student","honours in highschool, have a job","172",162.56,29.5854640004735,NA,NA,NA,"11",NA
"126",126,"2021-10-29 07:27:39","43.860504150390625","-79.16179656982421875","Female","18","High school degree or equivalent (e.g. GED)","Other","Less than a high school diploma","Less than a high school diploma","Single (never married)","Employed part time (up to 39 hours per week)","0","$10,000 to $19,999",NA,"$10,000 to $19,999",NA,"Live with family","6","3","Part time Tim Hortons worker","20km bike ride, honor roll in highschool, passing my G1, getting my first job,","115",167.64,18.6002959868012,NA,NA,NA,"11",NA
"127",127,"2021-10-29 07:03:49","43.205596923828125","-81.03260040283203125","Female","18","High school degree or equivalent (e.g. GED)","White","Some college, no degree","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$10,000 to $19,999","$150,000 to $249,999","$20,000 to $29,999","$1 million to $2 million","Live with family","2","7","student and farm manager","manager at 18 years of age well balancing first year university","165",175.26,24.4171880908349,NA,NA,NA,"12",NA
"128",128,"2021-10-29 08:36:09","43.4324951171875","-80.4994964599609375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Some college, no degree","Doctorate or professional degree (e.g. MD, DDS, PhD)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000",NA,"Less than $10,000",NA,"Live with family","7","8","Student","Getting into uoft","112",157.48,20.5279002933372,NA,NA,NA,"12",NA
"129",129,"2021-10-29 09:51:18","43.878997802734375","-79.26380157470703125","Male","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","Less than $10,000","$10,000 to $19,999","Live with family","6","7","barista",NA,"200",180.34,27.9526627113343,NA,NA,NA,"13",NA
"130",130,"2021-10-29 10:09:38","43.7617950439453125","-79.27030181884765625","Female","19","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$10,000 to $19,999","Less than $10,000","$20,000 to $29,999","Live with family","1","4","Student","Valedictorian, President of Student Body, President of Math Club","110",149.86,22.2637618501321,"1540",NA,NA,"12",NA
"131",131,"2021-10-29 02:17:05","43.7693023681640625","-79.2444000244140625","Female","18","High school degree or equivalent (e.g. GED)","American Indian or Alaska Native","Some college, no degree","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$70,000 to $79,999","$60,000 to $69,999","Less than $10,000","$30,000 to $39,999","Live with family","6","3","University student.","Soccer MVPs, indigenous academic awards, track and field awards, artistic awards, making my mom smile.","155",167.64,25.0699641561233,NA,NA,NA,"12",NA
"132",132,"2021-10-29 10:19:45","43.7281951904296875","-79.2322998046875","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","$80,000 to $89,999","$100,000 to $149,999","$500,000 to $1 million","$500,000 to $1 million","Own with mortgage","6","4","Student","Honours student, published poet","195",177.8,28.0380894713552,NA,NA,NA,"13",NA
"133",133,"2021-10-29 12:55:04","43.6934051513671875","-79.4857025146484375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","$10,000 to $19,999","$50,000 to $59,999","Live with family","9","7","Library Page","winning a scholarship, getting a job","128",162.56,22.0170894887244,NA,NA,NA,"13",NA
"134",134,"2021-10-28 19:14:43","43.860504150390625","-79.16179656982421875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$40,000 to $49,999","$150,000 to $249,999","$150,000 to $249,999","Own with mortgage","6","7","Student","Athletes award ,honor roll, employee of month, getting into university of Toronto","102",160.02,18.1062686044839,NA,NA,NA,"12",NA
"135",135,"2021-10-29 13:32:38","43.7489013671875","-79.44219970703125","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$40,000 to $49,999","$10,000 to $19,999","$250,000 to $499,999","Live with family","6","7","student","play the music from Liszt","132",162.56,22.7051235352471,NA,NA,NA,"10",NA
"136",136,"2021-10-29 16:56:41","43.6638031005859375","-79.39990234375","Female","18","Some college, no degree","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","$30,000 to $39,999",NA,"$30,000 to $39,999",NA,"Live with family","6","7","student","perfomed dance and piano in many places","103",160.02,18.2837810417827,NA,NA,NA,"13",NA
"137",137,"2021-10-29 19:05:57","43.795196533203125","-79.266998291015625","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","Less than $10,000","$500,000 to $1 million","Live with family","7","7","Sales associate","Being accepted into the University of Toronto, with an entrance average 90+%","145",162.56,24.9412341864456,NA,NA,NA,"13",NA
"138",138,"2021-10-29 18:32:32","43.6638031005859375","-79.39990234375","Female","20","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$10,000 to $19,999","Less than $10,000","$20,000 to $29,999","Other","3","3","student","having prizes in mathematic and science exams in highschool, took courses on budybuilding and cycling","176",160.02,31.2421889645996,NA,NA,NA,"13",NA
"139",139,"2021-10-29 20:33:44","43.792205810546875","-79.1522979736328125","Male","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","Less than $10,000","$400,000 or more","$5 million or more","$5 million or more","Rent","9","9","student","completing highschool","145",172.72,22.0932731893775,NA,NA,NA,"12",NA
"140",140,"2021-10-28 18:53:20","43.752197265625","-79.32939910888671875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Master's degree (e.g. MA, MS, MEd)","Single (never married)","Student","0","Less than $10,000","$60,000 to $69,999","Less than $10,000","$20,000 to $29,999","Live with family","4","4","Student","Valedictorian, Honour Roll, Entrance and external scholarships, saved up for a phone, self-counseling","110",NA,NA,NA,NA,NA,"12",NA
"141",141,"2021-10-30 04:46:04","39.928497314453125","116.385009765625","Male","20","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$20,000 to $29,999","$100,000 to $149,999","$50,000 to $59,999","Live with family","6","3","student","finished a marathon","135",182.88,18.347574573937,"1400",NA,NA,"13",NA
"142",142,"2021-10-30 11:15:45","43.7523956298828125","-79.56130218505859375","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Some college, no degree","Single (never married)","Student","0","Less than $10,000","$150,000 to $249,999","Less than $10,000","$20,000 to $29,999","Live with family","4","6","student","receiving the third highest average in grade 10, the over 30 trophies I won from Tamil competitions, getting accepted into UofT","149",160.02,26.4493531575304,NA,NA,NA,"13",NA
"143",143,"2021-10-28 16:08:35","43.688995361328125","-79.56349945068359375","Male","21","High school degree or equivalent (e.g. GED)","Other","Some college, no degree","Some college, no degree","Single (never married)","Employed full time (40 or more hours per week)","0","Less than $10,000","$70,000 to $79,999","Less than $10,000","$1 million to $2 million","Live with family","7","4","software engineer & student","from not knowing any coding to being the known as the best computer science student in a few months (during high school)","178",177.8,25.5937432097499,NA,NA,NA,"12",NA
"144",144,"2021-10-30 14:44:59","43.6652984619140625","-79.43430328369140625","Female","18","High school degree or equivalent (e.g. GED)","Asian","Less than a high school diploma","Less than a high school diploma","Single (never married)","Student","0","$10,000 to $19,999","$70,000 to $79,999","Less than $10,000",NA,"Own with mortgage","6","2","Student","Being the Vice President of Marketing at a Junior Achievement company, running a book club, being a marketing associate at MESA","102",157.48,18.6950520528607,NA,NA,NA,"13",NA
"145",145,"2021-10-29 15:00:43","43.7306060791015625","-79.42169952392578125","Female","21","Bachelor's degree (e.g. BA, BS)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","Live with family","4","3","student","N/A","140",180.34,19.566863897934,"1100",NA,NA,"10","7"
"146",146,"2021-10-30 17:54:11","44.965606689453125","-89.70659637451171875","Male","18","High school degree or equivalent (e.g. GED)","White","Bachelor's degree (e.g. BA, BS)","Doctorate or professional degree (e.g. MD, DDS, PhD)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000","$150,000 to $249,999","$50,000 to $59,999","$250,000 to $499,999","Live with family","9","9","cashier","2nd dan black belt, becoming an eagle scout","158",193.04,19.2725769485787,NA,NA,NA,"12",NA
"147",147,"2021-10-30 18:57:01","43.669403076171875","-79.40180206298828125","Female","21","Bachelor's degree (e.g. BA, BS)","White","Bachelor's degree (e.g. BA, BS)","Associate degree (e.g. AA, AS)","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","$30,000 to $39,999","$1 million to $2 million","Rent","6","4","Student, Student brand ambassador","4.0 GPA Last couple semesters","110",162.56,18.9209362793726,NA,NA,NA,"11","7"
"148",148,"2021-10-31 10:28:52","43.792205810546875","-79.1522979736328125","Female","19","High school degree or equivalent (e.g. GED)","Other","High school degree or equivalent (e.g. GED)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","Less than $10,000","$80,000 to $89,999","Rent","7","6","student","swimming","149",165.1,24.8467414632516,"1200","152","157","13",NA
"149",149,"2021-10-31 06:29:30","35.8993072509765625","114.19720458984375","Female","19","High school degree or equivalent (e.g. GED)","Asian","Associate degree (e.g. AA, AS)","Some college, no degree","Single (never married)","Student","0","Less than $10,000","$400,000 or more","$500,000 to $1 million","$5 million or more","Live with family","8","8","Student","Student union official","121",165.1,20.1775551480097,NA,NA,NA,"12",NA
"150",150,"2021-10-31 20:41:00","43.878997802734375","-79.26380157470703125","Male","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","Less than $10,000","Less than $10,000","$250,000 to $499,999","Live with family","5","6","Student","Finished first in track and field, reasonably good grades, medals in musical performances","215",177.8,30.9137909555967,NA,NA,NA,"12",NA
"151",151,"2021-10-31 23:46:36","43.766998291015625","-79.18280029296875","Female","18","High school degree or equivalent (e.g. GED)","Asian","High school degree or equivalent (e.g. GED)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$20,000 to $29,999","$10,000 to $19,999","$20,000 to $29,999","Live with family","3","2","student","managed to achieve honor roll all of highschool","121",162.56,20.8130299073098,NA,NA,NA,"12",NA
"152",152,"2021-11-01 07:11:07","43.8112945556640625","-79.1880035400390625","Female","18","High school degree or equivalent (e.g. GED)","Black or African American","Bachelor's degree (e.g. BA, BS)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$70,000 to $79,999","Less than $10,000","$50,000 to $59,999","Live with family","6","7","receptionist","highschool diploma","126",165.1,21.0113384185886,NA,"160","167","11",NA
"153",153,"2021-11-01 10:40:48","43.6399993896484375","-79.4329986572265625","Female","19","High school degree or equivalent (e.g. GED)","White","Bachelor's degree (e.g. BA, BS)","Associate degree (e.g. AA, AS)","Single (never married)","Employed part time (up to 39 hours per week)","0","Less than $10,000","$80,000 to $89,999","$500,000 to $1 million","$1 million to $2 million","Live with family","6","7","student, activation assistant","won a medal in rhythmic gymnastics competition","110",165.1,18.3432319527361,NA,NA,NA,"12",NA
"154",154,"2021-11-01 14:45:25","23.7017974853515625","90.37420654296875","Female","18","High school degree or equivalent (e.g. GED)","Asian","Bachelor's degree (e.g. BA, BS)","High school degree or equivalent (e.g. GED)","Single (never married)","Student","0","Less than $10,000","$400,000 or more","$10,000 to $19,999","$2 million to $5 million","Live with family","9","8","student","Finishing high school with honours and high school diploma","116",157.48,21.2610395895279,NA,NA,NA,"13",NA
"155",155,"2021-11-01 19:27:30","43.688201904296875","-79.4539031982421875","Female","19","High school degree or equivalent (e.g. GED)","Asian","Master's degree (e.g. MA, MS, MEd)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","Less than $10,000","$10,000 to $19,999","$50,000 to $59,999","Live with family","6","7","Student","Finished a marathon","180",162.56,30.9615320935187,"1100",NA,NA,"12",NA
"156",156,"2021-11-01 08:22:02","43.8677978515625","-79.4420013427734375","Female","18","High school degree or equivalent (e.g. GED)","Other","Master's degree (e.g. MA, MS, MEd)","Bachelor's degree (e.g. BA, BS)","Single (never married)","Student","0","Less than $10,000","$80,000 to $89,999","Less than $10,000","$250,000 to $499,999","Live with family","5","3","Student, receptionist","played for Ontario volleyball association, honour roll","110",165.1,18.3432319527361,NA,NA,NA,"13",NA
